DCODE,DNAME,TEACHER,INST_AID,INST_SUP,GUIDANCE,LIB_SPEC,LIB_SUPP,LEA_ADM,LEA_SUPP,SCH_ADM,SCH_SUPP,STU_SUPP,OTH_SUPP,SE_INSTR,SE_SUBJ,SE_CONS,SE_AID,SE_SUPP,SE_OTH,CT_TEACH,CONS,LEA_DIR,COORD,SUPERVSR,SCH_DIR
28010,Traverse City Area Public Schools,432.91,69.53,15.75,12.4,4.6,,11,9.2,35.01,74.76,38.92,304.97,26.55,27.5,,50.23,9,,2.5,,9,,,2.3
28035,Buckley Community Schools,21.39,1,,0.57,,1,1,1,2.01,0.94,0.65,10.26,1,1,,,,,,,2,,,
28090,Kingsley Area Schools,66.35,6.85,,2,,,1.95,0.5,2.05,3,4.64,11.05,6.55,,,1.06,1,1,,,1.37,,,
28901,Woodland School,10.93,2.1,,,,0.4,1,,,1.8,0.4,3,0.82,,,,,,,,,,,
28902,Grand Traverse Academy,60.8,4,0,1,,,2,,2,10.5,4,12,1,3,,,,,,,,,,
28904,The Greenspire School,4,1.5,,,,,,,0.75,0.25,,0.25,,,0.5,,,,,,,,,
29000,Gratiot-Isabella RESD,,46.8,2,,,,6.9,4,2.1,19,20,11,23,,18.4,,20.5,3.6,,,,,,
29010,Alma Public Schools,103.25,28.64,1,2,1,2,2,1,9.1,17,36.01,56.13,5,8,2,5.13,3.5,1.38,2,,3,,,0.6
29020,Ashley Community Schools,14.61,5.5,,0.5,,1,3,,0.5,1.88,1.12,6.2,2,,,,,,,,,,,
29040,Breckenridge Community Schools,41.33,7,,0.75,0.5,1.5,1.2,,2.9,6.65,8.58,32.97,3.1,,1,,,,0.1,,,,,
29050,Fulton Schools,46,2,,3,,,2.5,1,4,5.75,11.01,17.41,,1,2,,,0.5,,,,,,0.75
29060,Ithaca Public Schools,62.1,21.92,,2,,,1.4,2,4.15,5.63,3.4,35.64,1.75,7,0.5,,1,,,,,,,
29100,St. Louis Public Schools,58,15,,3,,,0.2,,4.8,9,4,23.75,6,,,,1,4,,,,,,
30000,Hillsdale ISD,2,3,,,,,6,2,2,10,1,59.1,12,2,13.66,20,7.51,4,7.5,,2,,1,
30010,Camden-Frontier School,31.54,5,,0.83,,,0.55,0.43,0.9,3,2,11.28,4,,,,0.57,,,,,,,
30020,Hillsdale Community Schools,69.54,14.99,,1,,,3.9,0.5,4.75,11.06,3.67,27.34,2.55,1,4.95,3.46,,3.04,,,,,,
30030,Jonesville Community Schools,70.86,10.64,,1.71,,,5.01,1,3,7.03,8.48,33.29,3.54,1.8,,2.71,,,,,1,,,0.13
30040,Litchfield Community Schools,14.15,1.31,1,,0.13,,0.5,0.25,1.64,4.75,1.1,13.54,1.75,,,,,,,,,,,
30050,North Adams-Jerome Public Schools,17.82,1,,0.4,,1,0.95,1,2.15,2,5,13.41,1.75,,,,,,,,,,,
30060,Pittsford Area Schools,32.53,5.65,0.35,0.2,,,2.47,,1.47,5.42,0.81,14.9,1.4,,,1.86,,,,,0.31,,,
30070,Reading Community Schools,42,12.22,0.75,1,,,2.56,,2.44,5.2,3.82,28.59,0.83,2.67,,,,,,,2.7,,,
30080,Waldron Area Schools,15.55,2,1,0.3,,0.66,0.8,,0.37,2,1.3,11.15,1.84,,0.84,1,,,0.5,,,,,
30901,Hillsdale Preparatory School,9.5,1,,,,,1.01,,,2,,1,,,,,,,,,,,,
30902,Will Carleton Charter School Academy,24,1,,,,0.38,0,,1,1.5,11.9,2,,,0.5,,,,,,,,,0.5
31000,Copper Country ISD,,2.35,13,,,,3,2,1,5.75,1.32,11.34,7,7,7.7,16.8,6.83,1.87,1.67,,3.25,,,
31010,Hancock Public Schools,43.47,4.95,,0.8,,,0.89,,2.31,3.65,0.15,12.9,2.1,1,,1.75,,,,,,,,
31020,Adams Township School District,22.07,,,0.67,,,2.7,,0.3,3,2,8.3,2,,,,,,,,,,,
31030,Public Schools of Calumet,83,4.7,,2.2,,,2,1,6,7.97,4,31.87,6.33,,,5,2,,,,,,,
31050,Chassell Township School District,15.92,2.1,0.34,,,,0.99,1,0.01,1,,6.76,0.5,,,1,,,,,0.34,,,
31070,Elm River Township School District,2.8,,,,,,,,0.5,,,2,,,,,,,,,,,,0.75
31100,Dollar Bay-Tamarack City Area Schools,17.8,,,0.3,,1,1.8,,,1.5,1,5.1,1,,,,,,,,,,,
31110,Houghton-Portage Township School District,72.6,7.5,,2,2,0.5,0.95,,3.05,8,1,5,6,,,,,,,,,,,1
31130,Lake Linden-Hubbell School District,29.78,2.15,,1,,1.25,1.5,0.75,0.83,2.61,1.9,11.01,2.86,,,1.65,,,,,,,,0.36
31140,Stanton Township Public Schools,9,1,,,,,0.55,,0.45,1.75,0.25,3.75,,,,,,,,,,,,
32000,Huron ISD,3,9,1,,,,6.14,,4,14.72,3,3.4,3.73,4,12.96,26,13.98,1.59,11,,3,,,
32010,Bad Axe Public Schools,47.16,11.15,1,2,,2,0.5,,2.6,8.6,0.1,18.35,,7,,,,,,,3.2,,,2
32030,Caseville Public Schools,15.33,0.6,0.25,,,,1.85,1,,2.15,0.4,1.78,2,,,0.4,,,,,,,,
32040,Church School District,1.17,3,,,,,0.02,,,,,0.37,,,0.17,,,,,,,,,
32050,Elkton-Pigeon-Bay Port Laker Schools,42.14,,2,1,,,1,1.8,3.94,4.05,13.5,22.42,4.67,2.58,,0.42,,,,,0.25,,,
32060,Harbor Beach Community Schools,22.35,4.5,,0.34,,,1,0.5,3.81,4,,13.6,3,,,,,,,,0.66,,,
32080,North Huron School District,23.76,3.08,0.4,,,1,2.2,0.6,1.85,4.38,,7.53,0.49,3.39,,,,,,,2.55,,,1
32090,Owendale-Gagetown Area School District,10.21,1.59,,,,,0.51,0.5,1,1,2.39,2.81,1,1,,0.49,,,,,0.07,,,
32130,Port Hope Community Schools,3.57,2.56,,,,,0.3,,0.3,1,,1,1,,,,,,,,,,,
32170,Ubly Community Schools,38.75,5.8,,1,1,,2,1,3,3.17,,16.1,1.49,,0.16,2,,,,,3,,,0.93
32260,Colfax Township S/D #1F,1.17,2,,,,,0.02,,,,,0.17,,,0.17,,,,,,,,,
32610,Sigel Township S/D #3F,1.17,1,,,,,0.02,,,,0.17,0.3,,,0.17,,,,,,,,,
32620,Sigel Township S/D #4F,1.17,1,,,,,0.02,,,,,0.17,,,0.17,,,,,,,,,
32630,Sigel Township S/D #6,1.17,1,,,,,0.02,,,,,0.17,,,0.17,,,,,,,,,
32650,Verona Township S/D #1F,1.5,2,,,,,0.02,,,,,0.17,,,0.17,,,,,,,,,
33000,Ingham ISD,14.9,16.5,10.9,1,,1,14.67,3,2.2,45.04,10,147.75,23,13.35,36.3,56,43.21,11,20,,8.31,,,
33010,East Lansing School District,178.69,8.71,,4,1,1,1,1.65,12.14,19.8,13.23,45.38,13.8,4.23,7.67,28.05,5.13,,,,3,,,1
33020,Lansing Public School District,557.84,64.02,6,17,7.6,9.03,9,15.8,53.3,80.74,56.8,310.01,39.16,76.94,39.22,106.27,34.69,10.19,4,,8,,,0.5
33040,Dansville Schools,43.58,2,,1,,1.5,1,1,3,4.5,5.25,29.15,1,,1,,,,,,,,,
33060,Haslett Public Schools,127.48,8.44,2,5,1,,4,1.66,9.7,17.28,4.47,53.56,9,,10.75,40.09,,,0.2,,4.5,,,1
33070,Holt Public Schools,266.34,4.92,,7,3.1,,4.27,5,16.5,34.68,13.29,132.86,19.2,,21.3,61.46,11.4,0.8,,,7.01,,,1
33100,Leslie Public Schools,68.22,2.71,3,2.75,,1.34,5.3,1,4.7,10.16,,33.49,6.45,2.2,2,4.74,,1,,,,,,
33130,Mason Public Schools (Ingham),143.08,24.05,2,4.75,1.72,,5,3,10.75,20.94,3.99,90.17,8.9,6.2,4.4,26.29,7.53,,,,3,,,
33170,Okemos Public Schools,206.6,19.35,1.98,6,2,5.99,2,1,13.9,31.78,10.72,101.57,21,7,4,,9.6,12.26,,,3,,,1
33200,Stockbridge Community Schools,71.45,21.77,1,2,,,2.72,1,5.63,8.54,8.3,27.19,6.2,1.97,2,1,1,,,,2.5,,,1.92
33215,Waverly Community Schools,127.3,3.4,1,2.2,1,0.4,1,3,12.9,16.5,12.3,96.47,12,10,4.5,3,5.3,1,1,,0.1,,,2.4
33220,Webberville Community Schools,34.09,5,,2,,,1.1,,2.75,4.5,1,14.9,2.47,,,7.5,0.6,,,,2,,,
33230,Williamston Community Schools,91.7,15.87,0.5,3,,0.92,1.96,1.69,6.54,11.13,,30.82,4.5,,5.9,29.5,1,0.4,1,,0.5,,,1.7
33901,Cole Academy,9,3,,,,,1,,,1,,1.5,1,,,5,,,,,,,,
33902,El-Hajj Malik El-Shabazz Academy,14,1,,,,,,2,2,1,2,12,1,1,,,,,,,,,,
33904,Mid-Michigan Leadership Academy,17.8,3.6,,,,,2.05,,2.85,3,1,1,2,,,4,,,,,,,,0.3
33906,White Pine Academy,8,1.5,,,,,,,1,2,,1.5,1,,,,,,,,,,,
33909,Windemere Park Charter Academy,32.51,4.25,,0.5,1,,4.31,,,2.42,,6.75,2,,,3.37,0.1,,,,,,,
33910,Lansing Charter Academy,36.5,4.05,,,,,5.01,,,2.38,,5.82,2,,,,1.2,,,,,,,
33911,Michigan Connections Academy,47.76,,,4.24,,,3.67,,0.33,4,,1,9,,,,,,,,,,,
33913,Nexus Academy of Lansing,6,,,1,,,1.14,,,1,,1,1,,,,,,,,,,,
33914,Great Lakes Cyber Academy,4.15,,,1.07,,,2,,,1,,,1,,,,,,,,,,,
34000,Ionia ISD,9,11.8,5,,,,5.99,1,7.81,10.5,3,10,18,1,35.64,129.16,41.13,5,8,,2,,,
34010,Ionia Public Schools,134.01,39.97,0.5,5,,,2,1,11.7,26.7,3.35,88.33,2.35,19.55,,9,,1.1,,,6.5,,,0.5
34080,Belding Area School District,90.89,27.7,2,3,,,2.79,1,8.34,13,8.25,28.01,6.58,8.94,,4,,,0.94,,2.6,,,
34090,Lakewood Public Schools,90.9,22.54,,2.8,,,2,1,5.5,15.26,2,57.08,4.9,9.3,,4.89,,,,,2.75,,,0.5
34110,Portland Public Schools,90.46,11.57,,3,,2.7,5,1,5.15,10.73,2.72,49.55,12,2.8,,,,,,,1,,,0.5
34120,Saranac Community Schools,50.84,3.54,0.1,1,,,1.5,1,2.8,6.42,1.16,26.19,0.2,4.85,,4.26,,,,,0.75,,,
34140,Berlin Township S/D #3,2,1,,,,,,,,,,,,,,,,,,,,,,
34340,Easton Township S/D #6,2,,,,,,,,,,3,,,,,,,,,,,,,
34360,Ionia Township S/D #2,1,1,,,,,,,,,,,,,,,,,,,,,,
35000,Iosco RESA,2,7,,,,,4.9,,2,6.5,9.4,13.62,6,2.5,3,,1,7,5,,1,,,
35010,Oscoda Area Schools,59.07,4.96,,1.7,,,2.5,,4.3,7.86,3.81,44.2,7.6,0.6,1.5,,0.3,,,,4.32,,,
35020,Hale Area Schools,15.82,10.25,0.2,,,,3.2,,0.4,4,1.3,12.4,3.01,,,,,,,,3,,,
35030,Tawas Area Schools,57.45,8.28,1,1,,,1.35,0.66,4.34,9.07,4.05,30.22,3.07,3.59,1,5.08,2,,1.33,,2.82,,,
35040,Whittemore-Prescott Area Schools,42.04,6,1,1,,1.5,1,1,3,5.56,3,23.81,6.26,,,4.19,,,2.06,,0.34,,,
36015,Forest Park School District,24.6,,,1,,,0.5,1.6,1.54,1.88,0.65,12.18,3,,,0.5,,,,,,,,0.26
36025,West Iron County Public Schools,42.96,14.44,0.66,0.97,,0.23,2.25,0.76,3.42,3.8,4.58,16.62,7.07,0.5,0.8,,,1,,,,,,0.98
37010,Mt. Pleasant City School District,174.13,14.6,3,8,1,4,2,3,12.5,21.22,16.9,32.77,23.34,6.17,6,40.75,1,,9.2,,1.5,,,1
37040,Beal City Public Schools,32.13,1,,1,0.44,,2.01,1,2.6,3.25,2,18.88,3.83,,,,,6.75,0.33,,3.5,,,
37060,Shepherd Public Schools,84.37,8.37,,3,1,,1,1,6.5,12.1,17.3,45.1,,9.29,,2,1,14.25,,,4,,,1
37901,Renaissance Public School Academy,22.5,1,,,,,0.1,,0.8,2,2,2.53,2,,,,1,2,,,,,,1
37902,Morey Public School Academy,8.5,5,,,,,0.2,,1,1,,2,,,,,,,,,,,,
38000,Jackson ISD,7,31.9,8.13,3,,1,20,3.11,16.8,28.52,6.3,76.57,33,16,67.35,,45.1,80.57,31,,8,,,
38010,Western School District,127.34,20.35,3,4,,,2.03,0.03,8.25,14.98,8.51,48.57,7,13,,27.7,3,,,,0.75,,,1
38020,Vandercook Lake Public Schools,63.38,14.57,0.5,,,,4.1,,4.04,6.75,5.5,20.74,0.17,9.87,,6,1,,,,,,,0.57
38040,Columbia School District,61.84,13.33,,1,,,3.02,1,2,7.05,8,32.33,3.15,4.85,,4,,,,,0.48,,,
38050,Grass Lake Community Schools,58.75,1,1,1,0.1,,1,1,6,6.24,,47.5,5,,,5.21,1,,,,1,,,2.55
38080,Concord Community Schools,36,1.84,,1,,,1.5,1,2.5,3.3,4.6,19.54,3,1,,3.87,,,,,1.1,,,
38090,East Jackson Community Schools,50.08,2,,2,,,3.4,1,2.6,6,7.44,24.05,8.83,,,0.56,,4,,,,,,
38100,Hanover-Horton School District,57.45,3.56,,1.5,,,2.96,1,3.43,7.12,4.49,24.03,1.16,4.17,,,,7,,,,,,0.5
38120,Michigan Center School District,65.2,4.65,,1.17,1.67,,1,0.02,5.5,7.04,13.42,34.47,4.98,5.01,,,1,9,,,,,,1.5
38130,Napoleon Community Schools,64.7,10,0.2,1.6,,,2,,5.4,11.9,7.57,30.01,7,1,,3.6,,,,,,,,1.6
38140,Northwest Community Schools,128.8,12.8,,5.6,,3.6,5,1,5,19.76,3.45,53.83,11.65,9.35,,,,20,,,1,,,2
38150,Springport Public Schools,48.61,3.3,,3,,,3.4,0.8,2.6,5.5,11.1,29.28,4.1,1.9,,,,4,0.5,,,,,
38170,Jackson Public Schools,295.27,34.91,,6,,0.57,3,5.46,17.32,35,18.14,36.47,31,10,2,33,5,1,,,6.15,,,
38901,Da Vinci Institute,19.58,1.87,0.75,,,,1,0.8,1,3,,2,2,,,,,,,,,,,
38902,Paragon Charter Academy,32.8,3.73,,,0.88,,4.01,,,2.39,,5.4,2,,0.8,3.88,1.4,,,,,,,
39000,Kalamazoo RESA,4.32,65.44,28.74,,,5.87,19,14.52,10.35,30.61,36.25,57.56,22.37,48.8,31.42,149.77,15.75,29.5,,,9.5,,,
39010,Kalamazoo Public Schools,640.86,33,9,17,6,12.3,5.95,6.8,43.05,89.2,230.54,256.3,3,31.9,62.9,77,24,,5,,8,,,2
39020,Climax-Scotts Community Schools,31.11,2.79,1,1,,,1.5,1,2.05,3,5.45,16.69,1.75,,,,1,1.82,,,,,,
39030,Comstock Public Schools,85.8,24.18,1,,,,5.25,0.05,2.6,16.63,6.25,70.37,3,9.6,3.39,15,3,0.89,2,,1.75,,,1
39050,Galesburg-Augusta Community Schools,54.96,10.72,,2,,,3,,3,8.79,8.15,22.94,2,2.83,1,8,1.5,2,0.4,,0.8,,,
39065,Gull Lake Community Schools,149.42,12.97,4.82,5,1.1,,4,2,9,19.28,10.17,47.9,6,6.2,5.97,17.6,4,1.62,,,3,,,
39130,Parchment School District,74.89,7.9,2,1,1,,2.22,1,7.8,13.57,17.62,40.72,4,4,1.25,,3.75,5.35,3,,1,,,1
39140,Portage Public Schools,415.39,61.18,10.5,13.67,7.59,,5.99,7.33,25.51,43.23,25.98,182.77,32.67,3,14.8,24.47,9,3.94,3.92,,1,,,1
39160,Schoolcraft Community Schools,44.2,4.8,2,,,,1.55,,6,7.35,11.1,30.94,4,,1,5.5,1,2,1.3,,,,,1
39170,Vicksburg Community Schools,121.5,13.94,0.02,5.15,2,4.82,2.03,3.01,7.1,16.75,8.38,65.31,7.35,2.65,3,0.94,3.2,9.99,3.5,,,,,4
39900,Lakeside Charter School,5,,,,,,0.6,,2,1,3.75,1,5,,,,,,,,,,,
39903,Oakland Academy,22.5,0.4,0.2,,,,1.48,,,1.7,1.15,1.4,0.9,,,,,,,,,,,
39905,Paramount Charter Academy,29.1,7.07,,,,,3.71,,,2.38,,6.03,3,,,3.15,1.05,,,,,,,
39906,Youth Advancement Academy,2.75,,,,,,,,1,,1,0.01,,,,,,,,,,,,
39907,Forest Academy,21.2,,0.5,,,,1.4,,,1.65,1.2,1.85,0.5,,,,,,,,,,,
39908,Evergreen Academy,5,,0.1,,,,1.22,,,0.7,0.6,1.4,0.1,,,,,,,,,,,
40020,Forest Area Community Schools,33,14.38,,1,,,0.5,,1.5,5.43,0.5,17.06,3.5,,,,,,,,,,,0.1
40040,Kalkaska Public Schools,78.35,13.8,,6,,,3,1,8,11.2,3.57,15.89,8.1,3,,,,7.67,,,0.3,,,
40060,Excelsior Township S/D #1,3.27,0.8,,,,,0.1,,0.03,,,0.55,,,,,,0.45,,,,,,
41000,Kent ISD,55.05,67.85,15.25,2.1,,4.95,10,4.3,30.7,46.15,23.75,160.6,,1,156.52,,229.82,29.32,56.5,,9,,,
41010,Grand Rapids Public Schools,814.55,214.28,9,19.5,,,27,9,104.25,122.4,78.51,474.58,223.22,65.28,73.33,291,90.83,24.55,,,14.5,,,6.75
41020,Godwin Heights Public Schools,96.38,26.01,1,1,,1.5,2,,7.6,15.4,3,48.94,6.62,7.08,3.2,9.1,4.6,,,,2.9,,,
41025,Northview Public Schools,155.92,13.2,4,6.1,,,4,1,12.05,21.75,1.75,76.83,27.5,1.8,3.3,21.65,8.2,19.3,0.8,,2.87,,,
41026,Wyoming Public Schools,210.65,12.56,4.75,3,2,,5.36,2,14,20.85,5.52,65.83,12.6,11.4,4.9,10.39,14.8,,,,2.9,,,
41040,Byron Center Public Schools,164.45,15.26,3,5.1,,1.2,3,1,8,15.18,3.74,127.08,10,4.6,4.9,5.61,3.19,1.9,,,6.1,,,2.33
41050,Caledonia Community Schools,204.9,14.38,2.12,5.5,1,1.62,5.75,2,11,28.51,14.23,74.24,27.3,,3.6,17.63,5.84,2.06,1.25,,3,,,
41070,Cedar Springs Public Schools,157.43,10.7,3.6,0.75,,2.25,3,3.25,12,27.45,7.45,95,10.43,12.48,5.1,20.3,3,4.8,,,3.1,,,1
41080,Comstock Park Public Schools,101.5,4.75,,3,,,4,2,6,9,9.75,42.33,5.35,6.6,4.5,9.55,4.1,,,,4.95,,,0.95
41090,East Grand Rapids Public Schools,146.95,2.08,2.1,4,,,5,8.8,8.1,12.42,4.25,43.08,4.3,5,3.8,11.33,5.8,,,,2,,,0.9
41110,Forest Hills Public Schools,493.32,80.66,19.7,23.8,3,16.91,6,4.5,28.87,88.67,23.2,200.29,32.2,24.5,10.3,47.17,17.63,,0.5,,4,,,2
41120,Godfrey-Lee Public Schools,93.55,13.15,3.25,3.8,,2,2.4,1,7.6,15.35,7.4,14.65,11,,3.65,,4.05,0.6,,,,,,2
41130,Grandville Public Schools,249.77,32.85,1,5.9,,,7.05,,15.35,37.24,17.29,132.5,13.08,15.25,9.1,35.25,9.55,,,,1,,,
41140,Kelloggsville Public Schools,92.99,29.97,2.2,4.8,0.8,2,4.21,0.41,6,17.45,15.89,53.6,2.5,11.07,2.55,,1.6,,,,2.8,,,1
41145,Kenowa Hills Public Schools,156.4,19.54,4.28,4,1.4,,3,2,9.8,22.12,8.89,69.25,10.4,9.4,4.4,8.55,6.1,2.11,,,3.01,,,1
41150,Kent City Community Schools,58.6,13.2,1,,,1.6,3,1,5,10.52,4.05,37.38,2.8,3.4,2.2,1.6,3,0.5,,,1.2,,,1
41160,Kentwood Public Schools,376.92,157.72,6,11,1,14,3.2,1,22.8,65.63,47.16,242.76,22.2,49.1,10.3,48.77,16.2,2,2,,7,,,3
41170,Lowell Area Schools,170.06,11.85,3,5,1,4.38,2,2,12.18,19.41,10.15,65.74,8.05,9.4,3.9,,6.4,11.27,,,3.12,,,2
41210,Rockford Public Schools,372.97,64.53,9.3,12,3,,4,5.25,26.71,77.85,39.42,248.11,33.07,9.3,11.59,24.46,14.9,3.89,4.03,,6.5,,,1.2
41240,Sparta Area Schools,105.76,26.57,,4.2,,2.62,4,1,9.5,16.57,8.12,42.4,10.87,4.58,3.4,4.07,3.96,,,,1,,,6
41900,Covenant House Academy Grand Rapids,2,1,,,,,,,1,1,1,,,,,,,,,,,,,
41901,New Branches School,20.87,13.3,,0.4,,,1,1,3.47,3.4,,5.81,,2.1,0.38,1,0.34,,,,,,,
41904,West MI Academy of Environmental Science,43.45,6.5,,,,,0.2,,4,2,,6,3,,,,1,,,,,,,
41905,Excel Charter Academy,67.13,13.07,1.5,,,,5.12,,,4.6,,8.42,3.5,0.5,1.21,5.8,2.16,,,,0.2,,,
41908,Byron Center Charter School,18.7,2.5,0.55,1,,,1.15,,,2,,0.9,2,,,,,,,,,,,
41909,Vista Charter Academy,37,8.51,,,1,,4.1,,,3.38,,6.75,2,,1,,1.4,,,,,,,
41910,Vanguard Charter Academy,33.51,10.97,,,,,4.01,,,2.57,,3.22,2,0.01,1,0.88,1.6,0.88,,,,,,
41911,Grattan Academy,15.29,0.6,,,,,0,,1.4,2.4,2.05,4.73,0.37,,,,0.2,,,,,,,
41914,Knapp Charter Academy,33.2,9.37,,,1,,4.01,,,2.63,,4.94,2.4,0.6,0.8,0.56,1.7,0.88,,,,,,
41915,Walker Charter Academy,33.93,5.93,,0.4,0.4,,4.01,,,2.39,,5.09,2,0.01,0.7,1.76,0.9,,,,,,,
41916,Cross Creek Charter Academy,33.2,4.43,,,1,,4.01,,,2.4,,5.6,2,,0.9,1.41,1.3,,,,,,,
41917,William C. Abney Academy,27,6.44,,,,,,,2,3.75,3.74,15.24,4,,,0.87,1,,,,,,,
41918,Creative Technologies Academy,18,,,1,,,5,,,2,3,2,2,,,1.5,,,,,,,,
41919,Ridge Park Charter Academy,31.6,11.84,,,,,3.56,,,2.38,,7.96,3,,1,3.32,1.7,0.88,,,,,,
41920,Chandler Woods Charter Academy,33.89,3.42,,,0.5,,2.01,,,2.6,,4.35,2.8,0.2,1,3.8,1.53,1,,,,,,
41921,Grand Rapids Child Discovery Center,12.49,7,1,,,,0.49,,0.51,1,,3.25,0.77,,1.43,,0.62,,,,,,,
41922,Lighthouse Academy,31.61,9.7,,1,,,0.75,,3.75,3,11.86,1.82,,7.22,,,2,0.67,,,0.25,,,
41923,Wellspring Preparatory High School,17.65,,0.75,,,,2.26,,,2,0.99,1.41,1,,,2.25,0.48,,,,0.2,,,
41924,West Michigan Aviation Academy,21.5,,1,0.1,,,0.2,,0.8,2,2.54,5.88,1,,,,0.5,,,,,,,
41925,Michigan Virtual Charter Academy,79.35,,,3,,,1.9,,3,,1,4.2,4,1,,,,,,,,,,1.1
41926,Hope Academy of West Michigan,21,4,,1,,,0.18,,2.05,1,5,1.18,,,,,,,,,,,,
41927,Grand Rapids Ellington Academy of Arts & Technology,23.18,4.17,,,,,2,1.01,3.1,1.3,3,1.25,1,,,1,,,,,1,,,0.4
41928,River City Scholars Charter Academy,29.3,5.78,,,1,,5.01,,,2.04,,6.5,2,,,,1.55,,,,,,,
41929,Nexus Academy of Grand Rapids,4,,,1,,,1.14,,,1,,0,,,,,,,,,,,,
42030,Grant Township S/D #2,1,,,,,,,,0,,,1.16,,,,,,,,,,,,
43040,Baldwin Community Schools,36.18,10.5,,1,1,,1,3,2.01,1.75,4,14.3,4.83,,,,,,,,2,,,0.99
44000,Lapeer ISD,5.12,17.56,3.9,1,,,5.1,2,9.85,15.2,2.9,32.14,5.3,,6.1,15,6.8,3.84,17,,2.65,,,
44010,Lapeer Community Schools,244.3,29.18,1,11,1,,13.91,2.01,18.3,36.96,18.29,168.35,11,1,36.6,98,6.61,,,,5.01,,,
44020,Almont Community Schools,66.91,14.86,,2,,4,1,1,7.96,8.52,4.4,30.88,6.2,2.8,,18.92,,,,,1,,,3
44050,Dryden Community Schools,27.7,5.4,,1,,1.83,0.35,,2.51,4.4,2.76,18,2.46,,,6.5,,,,,1.06,,,0.15
44060,Imlay City Community Schools,84.81,11.36,2.4,2,,,4.65,1,5.05,18.3,10.89,49.92,2.91,5.89,4.6,7.55,2,,,,3.6,,,
44090,North Branch Area Schools,102.3,9.55,1,4,,,1,1,7.75,12.49,7.33,19.3,3.6,8.9,3.5,10.67,0.8,,,,2.75,,,
44901,Chatfield School,21.84,10.27,1.66,0.6,0.3,,0.55,0.2,,1.9,1.25,9.13,1,,0.4,3,,,,,,,,1.45
45010,Glen Lake Community Schools,46.14,0,0,2,1,2,1,,2.2,10.8,11,27,4.25,1,,,,2,0.2,,,,,0.8
45020,Leland Public School District,30.63,0.25,2.85,1,1,0.93,1,1,1.36,3.15,5.19,9.72,2,,,,,,,,,,,
45040,Northport Public School District,20,,,,,,2.96,,0.04,1,0.25,10.35,2,,,2,,1,,,,,,
45050,Suttons Bay Public Schools,41.27,7.22,2,2,,,2,,4,4.55,1.32,12.5,3.5,0.5,,2.15,2,,,,2.18,,,1
45901,Leelanau Montessori Public School Academy,3.75,4.59,,,,,0.2,,0.8,1.36,,1.76,1,,,,,0.63,,,,,,
46000,Lenawee ISD,5.63,11.65,1,2,,1,16,3.41,15.85,32.25,4.39,65.77,17.9,22.2,13.6,32.3,34.5,18.88,20.45,,5,,,
46010,"Adrian, School District of the City of",169.51,25.97,1,2.8,0.33,3.47,3.5,3,19.71,24.2,17.49,74.52,9.63,9.14,1,20.79,,,,,3,,,1
46020,Addison Community Schools,43.17,2,1,1,,,1.75,1,2.25,5.46,1.1,14.7,7,,,11.54,,,,,,,,0.5
46040,Blissfield Community Schools,60.91,,1,0.25,,,2,1,4.5,8.5,11.25,27.16,4,1,,,,1,,,0.5,,,
46050,Britton Deerfield Schools,39.75,5.5,1,2,,,1.5,,1,4.5,6,18.98,6,,,3,,5,,,,,,
46060,Clinton Community Schools,55.02,4,1,2,1,,2,1,3.66,5,4.2,26.64,6,,,,,4.7,,,0.01,,,
46080,Hudson Area Schools,43,1,1,2,,,2.95,1,3.1,5.05,7.97,25.42,4.3,,,,,6,,,1,,,
46090,Madison School District (Lenawee),85.78,24.37,1,3,,1,4.99,,7.62,7,6.52,34.8,5.54,5.64,,18,,,1,,2,,,
46100,Morenci Area Schools,30.91,5.37,1,1,,,1.57,,1,2.97,6,17.56,3,1,,1,,,,,2,,,
46110,Onsted Community Schools,66.7,19.43,,3.4,2,,2.6,1,3,10,2.94,36.41,4.25,3,1.3,,,,,,2.75,,,
46130,Sand Creek Community Schools,46.13,4,,1,,2,1.95,,1.05,6.15,1.75,26.7,7,,,11,,,,,,,,0.5
46140,Tecumseh Public Schools,144.5,2.25,2,3.5,,3,5.1,1,13.5,12.26,20.5,56.85,10.38,4.61,,36,,,,,2,,,1.5
47000,Livingston ESA,9,19.31,,,,,6.7,5.47,6.48,18.55,27.79,234.07,12.4,10.2,48.6,47.71,57.94,5.4,,,8,,,
47010,Brighton Area Schools,249.44,18.48,,8,3.5,4,4,2,16.8,31.67,6.62,71.09,23.5,12,7.6,,2.2,41.5,5.4,,3.75,,,3
47030,Fowlerville Community Schools,120.57,15.53,2,4,2,,8,1,7.7,18.93,9.1,88.31,12.95,4.62,2.5,15.5,,,,,1,,,
47060,Hartland Consolidated Schools,240.64,2.6,5,7,4.9,1.63,8,2,14.85,58.72,7.67,107.66,8.6,16.26,5.38,24.44,,0.2,7.2,,4,,,
47070,Howell Public Schools,327.34,13.55,6,12.5,,12.18,7.2,3.4,18.38,35.26,25.56,110.05,31.67,21.33,5.5,36.31,1,,7.16,,2,,,1.75
47080,Pinckney Community Schools,154.94,9.65,5.25,2,,,4,2.2,10,25.28,23.65,53.52,17.27,7,0.83,36.8,5.1,,5.21,,2,,,
47901,Kensington Woods High School,7.3,,0.5,1,,,0.1,,0.9,1.5,0.2,0.7,1,,,,0.1,,,,,,,
