DCODE,DNAME,TEACHER,INST_AID,INST_SUP,GUIDANCE,LIB_SPEC,LIB_SUPP,LEA_ADM,LEA_SUPP,SCH_ADM,SCH_SUPP,STU_SUPP,OTH_SUPP,SE_INSTR,SE_SUBJ,SE_CONS,SE_AID,SE_SUPP,SE_OTH,CT_TEACH,CONS,LEA_DIR,COORD,SUPERVSR,SCH_DIR
64070,Pentwater Public School District,17.01,0.65,0.5,,,,1.6,1,,1.25,7.11,5.86,1,0.5,,,,0.96,,,0.1,,,
64080,Shelby Public Schools,68.45,29.2,,3,,,6,0.32,8.25,12.15,4.61,42.45,7.68,0.12,,13.8,,,0.4,,1,,,0.35
64090,Walkerville Public Schools,14.7,5.25,,,,,4.5,0.35,0.5,2.2,1.87,5.33,1.85,,,,,,,,,,,0.5
65045,West Branch-Rose City Area Schools,102.13,8.15,,5,,,2,1,10.05,13.71,5.23,57.86,8.47,3.2,2.29,29.73,3,,3.45,,3,,,
66045,Ewen-Trout Creek Consolidated School District,15.43,1.14,,0.14,,,1,0.2,,2.25,0.02,5.09,2,,,2.12,,0.5,,,,,,
66050,Ontonagon Area Schools,16.83,3.33,,0.33,,,0.5,0.54,1.34,2.46,1.58,9.75,2.84,,,1.67,,,,,,,,
67020,Evart Public Schools,44.69,3.36,,2.02,,,2,,5.43,7.08,8.47,24.51,3,2,,1,,,,,0.4,,,
67050,Marion Public Schools,27.47,1.53,1,1,,,2.01,1,0.5,2.01,5.36,13.32,2.8,1.2,,0.66,,,,,,,,
67055,Pine River Area Schools,58.84,8.38,,0.5,,,0.95,0.8,5.35,7.94,2.11,20.54,6.16,1.5,,1.79,0.4,,,,0.4,,,0.2
67060,Reed City Area Public Schools,71.05,1,,2,,1,2.8,1,3.9,9.4,,39.72,,9,,5,,,,,1.5,,,
68010,Mio-AuSable Schools,33.14,,,1,,,1,0.5,3.5,3.01,0.5,11.39,3,1,,3.5,,,,,,,,0.86
68030,Fairview Area School District,15.15,5.5,0.6,0.6,,,1,,0.9,3,1.6,7.3,,2.4,,1,,,,,,,,
69020,Gaylord Community Schools,129.05,27.09,1,5,,4.9,2.3,1,10,15.9,5.57,58.99,8.4,6.6,,,2.5,14.35,6.1,,3.7,,,0.5
69030,Johannesburg-Lewiston Area Schools,37.68,2.57,,1,,,2,,3,8.45,4.63,19.53,1.33,1.83,,1,,,1.67,,1.43,,,
69040,Vanderbilt Area Schools,10.34,,,,,,1,,1,,4,,0.66,,,,,,0.5,,,,,
70000,Ottawa Area ISD,6.09,32.57,14.18,2,,1.6,12.1,8.6,21.29,32.57,13.35,74.15,39.65,6,22.75,8,15.94,95.38,29.75,,2.1,,,4
70010,Grand Haven Area Public Schools,280.84,41.5,2,7,6,6.62,3,1.5,21.1,32.95,25.06,151.32,20.53,24.47,9.55,89.18,15.35,1.04,,,6.69,,,0.12
70020,Holland City School District,178.46,30.38,,7.3,,,1,5.22,9.6,26.55,20.5,50.27,20.77,22.76,8.9,44.5,12.6,5.45,1,,3.6,,,5
70040,Allendale Public Schools,108.74,9.63,2.5,1.95,,0.7,2,2,8.1,12.99,1.54,60.85,1.5,10.29,2,5,5,,,,1.05,,,0.5
70070,West Ottawa Public School District,352.97,23.29,3.25,7,6.99,6,5,1.2,17.85,45.79,4.78,147.21,21.2,23.6,10.7,22.08,11.2,,1,,5,,,
70120,Coopersville Area Public School District,105.84,21.25,1,0.86,,0.5,6.6,1,6,14.3,7.5,79.1,11.37,4.78,3.9,14,4.02,0.1,,,3,,,1
70175,Jenison Public Schools,207.27,44.33,5.49,4.8,,,7.99,1,10.26,30.98,10.83,119.46,10,36,7.7,23.79,8.53,1.33,,,4.5,,,2.57
70190,Hudsonville Public School District,292.11,63.42,8.6,6.97,1.4,8.32,5,1,18.62,35.02,21.19,124.12,22.55,13.51,7.54,35.65,10.2,7.1,,,3.9,,,2
70300,Spring Lake Public Schools,119.63,5.95,,4.5,1,,3.91,1,7,11.48,6.29,33.75,4.15,6.85,,21.87,2.4,1.68,,,1.85,,,2
70350,Zeeland Public Schools,261.4,22.4,,5.6,,1.6,4,11.25,16,37.3,24.1,140.6,21.1,16.1,,9,10.4,33.9,,,3.5,,,2
70901,Walden Green Montessori,9,8.7,0.36,,,,2.05,,,1,,,1,,,,0.53,,,,,,,
70902,West MI Academy of Arts and Academics,27.25,2.4,1,,,,0.5,,1.5,1.6,,,,,,0.75,,,,,1,,,
70904,Black River Public School,50.27,4.5,,,,,2.25,,1,5,0.45,6.65,7,0.18,,5.75,3.2,1,,,,,,0.8
70905,Vanderbilt Charter Academy,25.14,13.74,,,1,,3.01,,,2.39,,3.25,2,,0.88,2.95,1.3,,,,,,,
70906,Eagle Crest Charter Academy,36.16,5.56,,,0.5,,1,,1.01,2.38,,3.62,2.5,,0.9,4.81,0.8,,,,,,,
70907,Wavecrest Career Academy,6,2,,0.5,,,,0.04,0.5,1,,0.1,1,,,,0.15,,,,1,,,
70908,Innocademy,10,3.05,,,,,1,,,,1,0.55,,,0.15,,0.15,,,,,,,
71050,Onaway Area Community School District,33.5,2,,0.5,,,1,1,4.45,3.5,4.25,10,2.5,,,,,2,1,,,,,1.3
71060,Posen Consolidated School District No. 9,14,2,,,,,0.5,,1,3,,10.95,1,,,,,,,,,,,
71080,Rogers City Area Schools,29,1.85,0.6,1,,,0.33,1,2.67,2,3.15,15.53,3.2,,,4.95,,,,,,,,
71902,Presque Isle Academy II,2,1,,,,,,,,1,,0.3,,,,,,,,,,,,1
72000,C.O.O.R. ISD,,0.75,0.61,,,,2.25,3,3.66,11,3.55,16.2,6,,5.95,24,5.55,1.2,3.05,,3,,,
72010,Roscommon Area Public Schools,60.17,,1,3,,1,3.95,1,2,8.45,9.58,27.79,8,,,,,4,,,1.05,,,
72020,Houghton Lake Community Schools,79.52,6.8,3.6,3.66,1,,1.61,,4,8.79,4.3,54.75,11.76,,0.83,3.8,2.3,1.91,,,1.5,,,1
72901,Charlton Heston Academy,15,4.5,1,,,,1,,1,1.5,,4,1,,,,,,,,2,,,
73000,Saginaw ISD,26,150.58,2.01,1,,1,19.85,8.5,25.55,23.33,13.65,134.59,41,4,33.51,77.36,42.8,20.9,,,9.95,,,3.05
73010,"Saginaw, School District of the City of",357.9,58.8,4.5,8,,,3.95,3,30,51.64,84.11,199.15,42.2,25.8,10.7,34,16,4,14,,6.25,,,
73030,Carrollton Public Schools,90.48,63.3,,2.8,1,0.05,1.95,1,6,12.19,9.05,39.19,14.52,9.06,,,2.75,2,0.94,,4.1,,,0.2
73040,Saginaw Township Community Schools,223.59,2.2,,7,1,,6.01,4,16.67,34.71,5.5,109.2,24.76,9,2.83,29,4,4,,,4,,,0.7
73080,Buena Vista School District,29,5,,1,,,,1,4,3.02,2,37.1,6,2,,5,,,,,,,,
73110,Chesaning Union Schools,70,12.57,0.7,2,,,2,1.5,4.72,11.02,3.54,37.08,9.8,0.5,2.45,2.4,,,1.2,,3.58,,,
73170,Birch Run Area Schools,80.35,4.7,1.9,3,0.6,,1,2,6.6,9.04,5.98,31.97,2.75,5.75,1,7.2,1,,2.55,,2,,,0.4
73180,Bridgeport-Spaulding Community School District,72.8,7,,1,,1,4,3,7,8,1.5,39.58,13,3,1,7,2,,,,,,,1
73190,Frankenmuth School District,54.7,1.47,1.88,2,,2.31,2.9,1,4.6,8.74,0.8,25.48,2,3,,11.98,,,0.2,,1,,,
73200,Freeland Community School District,78,,0.4,3,1,,0.9,1,4.1,9.11,2.15,37.33,5.83,6.17,,10.36,,,,,5,,,
73210,Hemlock Public School District,56.6,10.53,2.1,1,,,0.9,1.5,4.85,7.99,4.94,35.38,7.6,3.2,,11.87,,,0.4,,2.25,,,
73230,Merrill Community Schools,31.12,9.97,,2.2,,0.6,2,1,3,3.93,0.2,8.98,,3.73,1,2.9,,,1.05,,3.5,,,1
73240,St. Charles Community Schools,45.6,11.49,,2,,,0.9,1,2.1,7.37,7.45,27.22,4.2,2.2,,4.16,,,,,,,,2
73255,Swan Valley School District,79.73,2.74,,1,1,,1,2,5.25,6.55,,32.16,4.05,6.09,,4.9,1,,0.28,,3.02,,,0.75
73905,Saginaw County Transition Academy,2.7,1,,,,,0.35,,0.35,1.05,2.4,0.7,0.53,,,,,,,,,,,
73908,Saginaw Preparatory Academy,22,13.43,,,,,0.01,,2.99,1,1,8.62,1.5,,0.3,,1.3,,,,,,,
73909,Francis Reh PSA,21,7.97,1,,,,0.01,,0.99,1.4,1.5,9.13,2,,0.57,0.88,0.9,,,,,,,
73910,North Saginaw Charter Academy,20,8.53,,,1,,4,,0.01,2.39,,4.78,2,,0.6,2.88,1.05,,,,,,,
73911,Saginaw Learn to Earn Academy,3.44,1,,,,,0.65,,0.65,1.95,3.6,1.3,1.33,,,,,,,,,,,
73912,International Academy of Saginaw,20.5,1,,,,,,1,4,2,1.3,3.55,1,,1,,,0.75,,,,,,
74000,St. Clair County RESA,8.6,12.66,21.45,3,,2.01,7,2,12.01,31.28,7.02,110.76,16,2,4,41,8,5.3,4,,16.17,,,1
74010,Port Huron Area School District,465.35,20.84,4,14.5,1,5.5,11,3,29,95.35,14.88,166.39,39.4,41,18.3,68,9,3,,,8,,,
74030,Algonac Community School District,94.08,11.87,2,1,0.8,,1.7,2,5.3,10.65,3.95,73.82,1,11.8,3.99,4.96,2.05,,0.6,,,,,1.8
74040,Capac Community Schools,57.25,11.78,,1.6,,,1.4,1,2.9,9.76,9.54,34.31,6.02,1.28,1.6,6.08,0.8,,0.75,,2,,,1
74050,East China School District,206.11,19.88,4,6,4.5,,4.8,0.6,12.5,37.96,14.64,133.62,9.9,11.9,9,24.3,3,,,,5,,,1.5
74100,Marysville Public Schools,113.8,10,,3,,,3.01,2,6.5,26.02,,46.11,4.15,7.95,5,8,2.9,,,,1.5,,,
74120,Memphis Community Schools,45.8,5,,2,,1,1.3,1.4,3,4.6,2,28.9,2,4,1,2,1,,,,,,,
74130,Yale Public Schools,90.9,9.81,,3,,3.73,1,0.3,7,16.12,1,64.71,4.4,5.4,2.4,3.92,1,,,,5.6,,,3
74901,St. Clair County Learning Academy,2.02,0.8,,,,,,,0.01,1,,,,,,,,,,,,,,
74903,Landmark Academy,52.95,8.5,2.5,1,,,0.9,,4.15,9,1,7,6,,1,,2.5,0.5,,,,,,
74906,Blue Water Learning Academy,0.8,,,,,,0.15,,0.05,,,,,,,,1,,,,,,,
74910,St Clair Co. Academy of Style,,1,,,,,,,0.01,,,,,,,,,,2,,,,,
74911,St. Clair County Intervention Academy,4,,,,,,,,1,1,0.5,,2,,,,,,,,,,,
74912,Virtual Learning Academy of St. Clair County,5,,,1,,,,,0.01,1.07,2,,,,,,,,,,,,,1
74913,St. Clair County Career Prep Academy,,5.09,,2,,,,,0.01,,1.3,7,,,,,,,10,,,,,
74914,Blue Water Middle College,,,,,,,,,0.01,,,,,,,,,,,,1.99,,,
75000,St. Joseph County ISD,,,9.02,,,,7,2,2,9.01,2.25,14.05,12,1,24,25,14.85,8.8,,,3,,,
75010,Sturgis Public Schools,150.94,48.65,,7.8,1,1,3.5,1,12,19.7,7,54.25,13.51,3,,10,,1,2.82,,2.5,,,1.7
75020,Burr Oak Community School District,16.83,3.9,0.5,1,,,1.55,0.1,0.67,2.95,1.6,8.26,1.17,,,,,,,,0.25,,,
75030,Centreville Public Schools,46.3,12.93,,1,1,,1.35,,2.31,7.5,4.5,13.9,5,,,,1,,2,,0.16,,,0.5
75040,Colon Community School District,35.43,9.85,0.5,1,,0.7,1.1,0.7,3.5,5.15,2.5,28.65,1.82,2.5,,3,,,,,1.5,,,
75050,Constantine Public School District,69.8,,,2,,,1.99,2,2.01,3.66,10,16.78,12,,,,,,0.2,,2,,,
75060,Mendon Community School District,36.4,8,,,,,1.5,,2.5,4.7,2,12.69,5.6,,,1,,,,,,,,1
75070,White Pigeon Community Schools,40.11,8.3,,1,,,1,,7.44,5.26,1.5,18.16,1.86,1.43,,5,,,1,,1,,,0.65
75080,Three Rivers Community Schools,135.97,23.79,1.84,2.85,1,,1.66,1,6,19.75,33.07,77.69,8.6,9.57,0.04,3,,5.5,2,,5.74,,,0.1
75100,Nottawa Community School,12,2.67,,,,,0.4,0.6,0.6,0.4,,2.94,0.6,,,,,,,,1.61,,,
76000,Sanilac ISD,,9,,,,,2.35,2.4,3.02,5.42,2,12.83,5,6,2,15.8,8,1.27,10.5,,1,,,
76060,Brown City Community Schools,48.42,14.09,,2.5,1,,2,1,3.67,6.54,5.02,20.75,1.16,2.34,0.8,2.86,,,,,4.9,,,
76070,Carsonville-Port Sanilac School District,28.5,,,,,,2.5,0.55,2,3.85,1.75,9.12,0.34,1.66,,1,,,,,,,,
76080,Croswell-Lexington Community Schools,108.18,21.3,4,3,,4,5.99,1,6.01,11.3,3,68.78,3.66,1.9,1,2,1,,,,2,,,
76090,Deckerville Community School District,31.86,7.83,1,1,,,0.68,1,3,4,1.17,14.5,,,1,,,,,,0.82,,,
76140,Marlette Community Schools,52,6,,2,,,4.13,3.55,3,5.15,3,51.51,,3,4,0.5,1,,,,,,,
76180,Peck Community School District,25.46,2.9,,1,,,2,,2.2,4.85,2.93,8.23,2,,,,,0.5,,,,,,0.6
76210,Sandusky Community School District,49.36,8.3,,2,,,3,,3,7,4.3,17.77,,5,1,0.25,,,,,0.5,,,
77010,Manistique Area Schools,41,6.22,,1,,,3,2.1,2.5,4.07,4.03,22.17,0.8,2.5,0.4,1.31,,1.4,,,1.33,,,0.67
78000,Shiawassee Regional ESD,,11,9,,,,11.1,1.2,6.4,14.18,6.04,35,15,1,12,28,42.8,11.7,1,,3,,,
78020,Byron Area Schools,49.84,2.5,,1,,,4,,4.8,10,,56.69,5.5,1,1,,,,3.33,,,,,0.5
78030,Durand Area Schools,77.83,8.37,1,3,1,,3,1,7.83,10,1.4,56.39,11.69,4.36,,8,,,2.03,,2.1,,,
78040,Laingsburg Community Schools,50,9.4,,2,,,2,,3.01,6,3,35.07,,3.2,,4,,,,,,,,0.49
78060,Morrice Area Schools,33.17,6.25,0.5,1,0.5,,1.6,1,3,3,0.6,10.96,2.33,1,,2,,1,,,1,,,
78070,New Lothrop Area Public Schools,43.35,0.6,1.13,,1,,1,1,3.1,4.1,4.9,28.74,,3,,,,,0.4,,0.5,,,1
78080,Perry Public Schools,59.67,8.35,2.1,2,,,3.65,,4,7.95,1.47,36.43,3.04,7.29,,4,,,2,,1,,,
78100,Corunna Public Schools,95.9,23.72,,3,,,6,,6,11.31,14.77,30.93,14.5,1,,4.65,,0.12,7,,,,,1
78110,Owosso Public Schools,147.58,36.95,1.67,4,1,,5.1,8.25,10.45,11.36,7.43,83.47,16.04,6.65,,16.16,,,3.02,,3,,,3
79000,Tuscola ISD,,,5.05,3,,,6.3,7.25,10.05,31,7.33,50.8,28.71,2,9.57,55.54,21.66,11.84,16,0.45,1.3,,,
79010,Akron-Fairgrove Schools,13.16,4.86,,,,,2.58,0.6,,3,0.67,4.53,1.67,,,,,,,,0.1,,,
79020,Caro Community Schools,86.36,12.3,,2,,,1,1,7.25,9.53,14.14,35.27,,10.83,,10.07,2,,,,2.9,,,
79030,Cass City Public Schools,47.26,12.72,2,,1,,1,,3.75,8.9,8.07,34.43,5,,,1,1,,,,2,,,1
79080,Kingston Community School District,28.04,9,,,,1.25,1.04,0.5,2.7,4.9,3,22.68,3.17,,0.15,1,,,,,0.05,,,
79090,Mayville Community School District,33.83,3.25,,1,1,,2,1,3,4,1.5,22.31,2.1,0.9,0.75,2,,,,,,,,
79100,Millington Community Schools,63.18,12.01,,1,,,1.25,1,4.63,9.31,1.02,45.08,5.67,1.5,,5.39,3,,,,,,,
79110,Reese Public Schools,43.61,7.92,,,,,3.5,,3.1,9.87,1.5,15.92,4.89,1.11,,6.6,,,,,,,,0.5
79145,Unionville-Sebewaing Area S.D.,31.45,4,1,,,,1,,2,8.02,6.47,23.03,,2.45,,0.8,1,,,,0.04,,,
79150,Vassar Public Schools,62.27,35.95,,2,,,1.49,1.3,6.51,12.07,0.15,32.72,3.85,3.98,,,0.5,,,,,,,0.1
80000,Van Buren ISD,17,15.2,2,4,,,12.3,7.5,20.49,27.9,20,109.24,32,10,32.03,80,43.31,13.05,29.49,,4,,,
80010,South Haven Public Schools,105.76,14.63,1,3,,,3.1,,5,14.45,11.83,46.03,16,,,16,,3.32,,,,,,
80020,Bangor Public Schools (Van Buren),61.7,14.1,,1,1,1,6.6,1,6.9,9,6.9,33.76,4,,,,2,,,,,,,
80040,Covert Public Schools,28.33,5,1,1,0.67,,3.1,0.75,3.9,6.25,7,16.5,5,,,1,,,,,1,,,
80050,Decatur Public Schools,44.65,9,,3,,,1,0.5,0.9,6.5,1,18.7,1,7.65,,5,,0.45,,,,,,1.35
80090,Bloomingdale Public School District,61.9,9.53,,1,,,1,1,3,7,7.23,43.79,4.2,5.4,,5.9,,,,,,,,
80110,Gobles Public School District,40.3,3.3,1,2,,,2.7,1,2.3,6.15,3.5,33.15,1.65,2.05,,3.55,,,,,,,,
80120,Hartford Public Schools,66.75,18,,2,,4,4.79,,4.6,10.26,4.15,28.23,8,,,2,,,,,1.25,,,
80130,Lawrence Public Schools,31.16,9,1,,,,1,,5,6.15,4.5,19,2,2,,3,,,,,,,,
80140,Lawton Community School District,51.49,5.49,1.5,2,,,1,1,5.05,6.5,10.85,24.68,1.33,3.87,,2.68,,,1.22,,2.6,,,1.2
80150,Mattawan Consolidated School,156.1,17.36,7.9,5,4.5,,2,1,10.05,23.16,20.87,90.3,5.52,11.37,0.8,14.41,4,0.66,,,4,,,0.95
80160,Paw Paw Public School District,105.3,7.5,1.5,3,,,2,2,6.1,19.9,20.34,64.16,8.36,6.64,,4,,7.46,,,1,,,1
80240,Bangor Township S/D #8,2,,,,,,2,,1,,,,,,,,,,,,,,,
81000,Washtenaw ISD,,0.2,4,,,,19.5,8,4,15.17,12.2,263.72,23,0.4,31.41,53,5.52,2.3,,,8.25,,,2
81010,Ann Arbor Public Schools,820.15,27.8,26,35,25.7,,11,7.3,65.6,147.42,62.3,1302.42,36.7,54.8,78.7,170.5,43.8,65,6.6,,14.2,,,3.2
81020,School District of Ypsilanti,156.85,8,,4.3,1.92,2,6,4.8,11.8,18.13,3.55,59.73,12,12.6,23.3,75,16.71,7.1,3,,,,,
81040,Chelsea School District,110.24,4,1,3,,,3.85,1,7.13,15.83,8.3,120.3,11,,11.5,43.5,5.6,1,2,,2.5,,,
81050,Dexter Community School District,164.63,0.8,4,6.35,6,,2,1.9,14,28.14,10.66,91.28,13.6,1,16.4,38.81,10.4,,1,,6.1,,,
81070,Lincoln Consolidated School District,180.33,2.9,3,6,4.5,,3,2.03,10,24.96,5.15,65.42,30.6,8.8,15.8,65.54,11.5,,1,,4,,,
81080,Manchester Community Schools,54.1,1.86,1,1.5,,1,1.01,,4,11.56,1,35.35,4.52,1.28,6,25.2,1.5,0.8,,,2.4,,,
81100,Milan Area Schools,115.35,17.3,1,5.5,,1,2,1,10.58,17.75,8,59.05,6.5,,11,48.65,3,,,,4,,,1
81120,Saline Area Schools,211.27,20.21,5.1,7.6,4.25,,10,1,15.15,45.94,14.47,115.32,20.65,2,24.74,74.55,9,2,5.75,,1,,,3
81140,Whitmore Lake Public School District,50.72,8.05,,3.02,,1,2,1.01,4.8,7.6,,31.58,1.04,,7.04,15,3.4,,3,,3.25,,,1.75
81150,Willow Run Community Schools,67.4,12,2.5,1,1,,4,0.6,5,10,2.8,26.65,14,,5.6,,4,0.5,6,,0.6,,,
81901,Honey Creek Community School,15.41,1.49,,,,0.5,2,,0.5,1.89,,2.85,,,0.85,3.5,0.73,,,,1,,,
81902,Central Academy,28.25,10.55,1,,,,0.12,,3,3.75,3,8.4,1.2,,1,,0.6,,,,,,,
81903,Washtenaw Technical Middle College,11.6,,,2,,,1,,0.05,2,0.95,,,,1,,,,,,,,,
81904,Ann Arbor Learning Community,17.79,1.2,,,,,0.2,,0.8,2.3,0.2,1.55,,,0.9,,1.5,,,,,,,
81905,South Arbor Charter Academy,35.8,1.63,,,1,,4,,0.01,2.74,,2.67,1.75,,0.6,2.7,1.05,0.44,,,,,,
81906,Fortis Academy,36,3.12,,,1,,4.76,,,2.33,,2.65,2,,0.6,2.58,0.93,,,,,,,
81908,Multicultural Academy,20,5,,,,,0,,2.5,,4,7.28,1,,,,,,,,,,,
81909,Arbor Preparatory High School,16.4,,0.25,,,,2.16,,,1,1,1.15,2,,0.2,,0.06,,,,,,,
81910,East Arbor Charter Academy,30.01,4.01,,,1,,5.01,,,2.33,,2.2,2,,1,1.76,1.6,,,,,,,
81911,WSC Academy,1.75,,1,,,,0.69,,3.3,1.58,1.33,,,,,,1,,,,,,,
81912,South Pointe Charter Academy,25,3,,,1,,4,,0.01,2,,1.85,2,,0.8,2.5,0.5,,,,,,,
82000,Wayne RESA,,21.08,22.99,,,4.98,28.73,3.96,103.04,52.57,,85.92,,,,,,,,,3.38,,,
82010,Detroit City School District,2323.7,566,,103,2,13,102.5,14,433,379.6,87,1259,399.6,308,103.4,554,191,81.5,56,,68.5,,,1
82020,Allen Park Public Schools,149.2,14.1,0.3,5,3,,2.5,2.6,5,16.1,24.8,65,,18,5,18,5,1,1,,1.6,,,2.5
82030,Dearborn City School District,997.6,42.61,,20.5,8.5,9,23,7.77,80,106.74,22.03,466.18,50.5,61.5,48.7,78.08,57.2,39.91,1,,4,,,1.8
82040,Dearborn Heights School District #7,116.5,14.14,2,5,3,,2,2.06,12,11,5,42.75,11.5,0.5,5,5,2,,1.5,,1.5,,,1
82045,Melvindale-North Allen Park Schools,111.14,10.7,1,2,,,2,1.94,8.61,18.69,6.69,57.23,8.52,2.48,2,,3,1,,,1.5,,,
82050,Garden City Public Schools,203.45,6.92,,6.8,2,,6,3,16.5,42.37,9.6,110.78,99.64,4,14.7,104,17,,0.62,,1,,,
82055,Grosse Pointe Public Schools,425.26,38.1,12.92,16,8.49,,8,2.4,25,67.81,25,158.09,52.5,19.31,23,76.17,25.3,1,1.2,,4,,,1
82060,"Hamtramck, School District of the City of",148.49,23.95,,2,2,,4,1.5,15.6,40.25,3.51,61.73,11.5,2.5,3,6.75,5.99,,1,,3,,,2
82070,Highland Park City Schools,,,,,,,,1,1,1,,1,,,,,,,,,1,,,
82080,School District of the City of Inkster,84.5,7,1,4,2,,3,2,11,8,8,31.51,14,,,7,2,2,,,1,,,
82090,"Lincoln Park, School District of the City of",199.4,9,,5,1,,3,4,12.1,27.75,0.4,76.01,26.5,22,9.5,33,11,13.99,2,,3.39,,,1
82095,Livonia Public Schools School District,609.55,20.71,3,23.4,22,1.9,11,4.31,48.95,94.35,18.79,371.42,129.7,14.1,38.4,176.8,27,29.7,20.5,,7,,,0.6
82100,Plymouth-Canton Community Schools,756.43,29.9,,28.5,23,12.15,13,10,51.85,115.29,67.25,374.31,76.8,26,27.8,125.95,19,12.6,8.6,,9.95,,,2
82110,"Redford Union Schools, District No. 1",111.6,20.2,,4,,,2.96,1,10.05,21.47,3,33.16,6.2,41.4,14.6,50,17.3,2,,,2,,,
82120,"River Rouge, School District of the City of",48,6.3,,0.4,,1,1.9,,4.1,8,6.62,32.88,7.8,2.2,1,0.88,2.27,,0.4,,2,,,
82130,Romulus Community Schools,135.7,4.15,0.2,6,,6,3,2.4,14,20.57,5,94.7,15.85,9.05,6.1,12.15,6,0.29,2.5,,3,,,1
82140,South Redford School District,143.57,11.72,,4,1,,4.66,2.01,9.51,19.19,6.69,59.82,8.55,1.5,13.95,11.3,4,,,,2,,,
82150,Taylor School District,335.05,59.6,1,14,2,8.49,3,3,34.85,64.92,61.03,286.11,79.5,,14.8,53,21.65,6.5,6,,6.9,,,
82155,Trenton Public Schools,111.56,2.36,2,4.5,1.6,,4,2.5,9.2,13.25,11.08,26.75,22,,18.7,0.93,3.3,21.75,1.25,,3,,,0.4
82160,Wayne-Westland Community School District,502.19,56.4,7,18.69,3,8.4,6,5.83,33.1,87.12,26.96,277.34,65.5,27,43.5,125.8,64,19,14.99,,17.9,,,3
82170,"Wyandotte, School District of the City of",148.8,42,4,3,,1,3.9,4,12.1,23.69,5.1,112.3,89.9,6,11.4,174,22.3,6,6.6,,2,,,
82180,Flat Rock Community Schools,89.5,6.87,2,1.6,,3,3,1,8.75,14.49,17.81,56.73,7.8,,1,2.81,2.75,2,2,,,,,
82230,Crestwood School District,156.3,12.71,,5.6,0.25,,2,1,8.01,28.83,7.01,90.39,10.9,8.75,2.9,18.5,3.92,,1.95,,6.99,,,1
82240,Westwood Community School District,97.5,24.42,1.5,3,1,,3,3,16,12,4.6,25.15,6.35,10.5,3.67,6.4,2,,0.8,,1.5,,,
82250,Ecorse Public Schools,59,2.49,1.47,,,0.49,2.05,2,2.95,9.28,4.49,43.32,5,,,,3,,,,2,,,
82290,Gibraltar School District,151.6,7,1.2,5,2,,3,6,8.45,12.7,8.3,72.66,16.4,1,4,5.5,3,1.8,3,,2.55,,,0.2
82300,Grosse Ile Township Schools,81.56,7.26,1,3.29,1,,2.9,1,5.1,12.64,5.28,36.28,6,4,2,,2,5.07,2.28,,,,,
82320,"Harper Woods, The School District of the City of",47.1,7.25,,3,,,2,,7,8,11.74,30.12,8,,3,,2,,1,,0.2,,,1
82340,Huron School District,108.8,3.37,,4.66,1,,3.01,0.98,9.02,12.17,9.41,70.41,6,10.9,3.8,11.78,1.6,,2.5,,1,,,
82365,Woodhaven-Brownstown School District,218.33,12.7,,7,4,,1.8,6.1,11.7,25.4,9.7,86.94,20.2,9.3,25.3,20.26,10,,6.4,,6.3,,,
82390,Northville Public Schools,305.54,10.33,0.04,9,2.2,,3.1,1.21,18,40.5,36.79,99.27,49,9,17.1,127.25,14.7,5.6,,,4.9,,,1
82400,Riverview Community School District,114.86,13.2,,4,1,,1,1,8,12,5,74.28,9.09,2.74,2.43,17,2.59,,1,,3.21,,,
82405,Southgate Community School District,214.08,19.4,1,4,1,,1.9,,22.98,32.66,2.49,86.51,1.75,45.25,7.8,8,23.8,67,3,,6.1,,,1
82430,Van Buren Public Schools,218.65,3.22,2,5,6,,5,4,13.5,25.22,17.4,128.73,21.5,13,2,40.2,9.8,2.6,,,2.5,,,1
82701,University Preparatory Science and Math (PSAD),44.2,2,,,,,1.4,0.05,11.78,4.4,1.45,3.42,3,,,,,,,,,,,
82702,University Preparatory Academy (PSAD),125,0.1,2,2,,,1.6,0.05,22.94,9.6,1,7.98,5.8,,1,,2,,,,1,,,1
82703,Henry Ford Academy: School for Creative Studies (PSAD),65,,2,,,,,,4,2,4,3.5,4,,,,1,,,,,,,2
82716,Vista Meadows Academy,7.8,1,,1,,,0.2,,1,1,0.08,3,1.3,,,,1.2,1,,,,,,
82717,Achieve Charter Academy,29.15,4.89,,,1,,4.01,,,2.31,,2.25,1.4,,0.5,,0.55,,,,,,,
82718,Quest Charter Academy,32,12.8,,,1,,4.2,,0.02,2.32,,4.35,3,,1,3.07,1.43,,,,,,,
82719,Washington-Parks Academy,49,5,2,,,,0.87,,3.76,3.6,10.64,3.7,3,,,,1,,,,0.87,,,
82722,Detroit Leadership Academy,18.75,,3.5,,,0.25,0.5,1,2,0.75,3.25,0.75,2,,,,,,,,,,,
82723,Legacy Charter Academy,35.31,3.96,,,1,,5.01,,,2.33,,2.92,1.5,,1.2,0.94,1.5,,,,,,,
82724,University Yes Academy,18,,1,,,,0.05,2,5,1,,3.8,1,,,,1,,,,2,,,
82725,Global Heights Academy,10,5.55,,,,,0.12,,2,1,,1.05,1,,,,,,,,,,,
82726,Japanese American School of South East Michigan,5.6,1,,,,,,,1.8,,,,,,,,,,,,0.2,,,
82727,Regent Park Scholars Charter Academy,29,7.31,,,1,,5.01,,,2.39,,2.9,2,,,2.57,1.35,,,,,,,
82728,Jalen Rose Leadership Academy,10,,,,,,0.2,,1.8,1.63,,,1,,,,,,,,,,,
